2,51,-4.628656,4.692779
3,51,-3.991959,4.428242
4,51,-4.457732,4.530212
5,51,-4.133443,4.721221
6,51,-4.294381,4.030624
7,51,-4.784775,4.181254
8,51,-4.729515,4.513539
9,51,-4.279139,4.449447
0,52,-4.503117,4.094214
1,52,-4.641370,4.326012
2,52,-4.627277,4.692434
3,52,-3.991063,4.427039
4,52,-4.456507,4.530291
5,52,-4.132731,4.722541
6,52,-4.293194,4.029707
7,52,-4.785357,4.179872
8,52,-4.729414,4.511981
9,52,-4.278024,4.450450
0,53,-4.502223,4.093104
1,53,-4.640232,4.324098
2,53,-4.625888,4.692081
3,53,-3.990166,4.425836
4,53,-4.455237,4.530365
5,53,-4.131996,4.723849
6,53,-4.292008,4.028788
7,53,-4.785923,4.178483
8,53,-4.729307,4.510432
9,53,-4.276867,4.451463
0,54,-4.501328,4.091994
1,54,-4.639106,4.322220
2,54,-4.624489,4.691720
3,54,-3.989268,4.424635
4,54,-4.453921,4.530432
5,54,-4.131239,4.725143
6,54,-4.290823,4.027868
7,54,-4.786474,4.177088
8,54,-4.729192,4.508889
9,54,-4.275646,4.452502
0,55,-4.500430,4.090883
1,55,-4.637990,4.320376
2,55,-4.623082,4.691351
3,55,-3.988368,4.423435
4,55,-4.452556,4.530493
5,55,-4.130461,4.726426
6,55,-4.289639,4.026947
7,55,-4.787010,4.175687
8,55,-4.729071,4.507352
9,55,-4.274343,4.453580
0,56,-4.499530,4.089772
1,56,-4.636884,4.318563
2,56,-4.621669,4.690974
3,56,-3.987467,4.422235
4,56,-4.451141,4.530546
5,56,-4.129661,4.727695
6,56,-4.288456,4.026025
7,56,-4.787534,4.174270
8,56,-4.728942,4.505821
9,56,-4.272936,4.454710
0,57,-4.498629,4.088660
1,57,-4.635787,4.316780
2,57,-4.620251,4.690588
3,57,-3.986565,4.421037
4,57,-4.449676,4.530591
5,57,-4.128840,4.728950
6,57,-4.287274,4.025102
7,57,-4.788043,4.172848
8,57,-4.728805,4.504294
9,57,-4.271402,4.455906
0,58,-4.497726,4.087548
1,58,-4.634697,4.315025
2,58,-4.618829,4.690196
