MAP,80,-29,32,1
MAP,80,-25,30,1
MAP,80,-22,31,-1
MAP,80,-29,26,2
MAP,80,-30,35,2
MAP,80,-28,30,2
MAP,80,-33,27,2
MAP,80,-35,30,2
MAP,80,-29,33,2
MAP,80,-33,34,2
MAP,80,-26,27,2
MAP,80,-26,34,2
MAP,80,-32,31,1
MAP,80,-25,31,1
MAP,80,-23,35,2
MAP,80,-22,32,-1
MAP,80,-30,28,1
MAP,80,-33,35,2
MAP,80,-35,31,2
MAP,80,-33,28,2
MAP,80,-29,27,2
MAP,80,-32,32,2
MAP,80,-32,25,2
MAP,80,-26,28,1
MAP,80,-29,34,2
MAP,80,-25,32,1
MAP,80,-28,31,1
MAP,80,-30,29,1
MAP,80,-23,29,-1
MAP,80,-21,30,2
MAP,80,-32,26,2
MAP,80,-29,28,1
MAP,80,-33,29,2
MAP,80,-35,32,2
MAP,80,-32,33,2
MAP,80,-29,35,2
MAP,80,-25,26,2
MAP,80,-28,25,2
MAP,80,-31,30,1
MAP,80,-26,29,1
MAP,80,-25,33,2
MAP,80,-28,32,1
MAP,80,-22,34,2
MAP,80,-24,30,1
MAP,80,-32,34,2
MAP,80,-35,33,2
MAP,80,-32,27,2
MAP,80,-34,30,2
MAP,80,-28,33,2
MAP,80,-28,26,2
MAP,80,-27,30,1
MAP,80,-31,31,1
MAP,80,-25,34,2
MAP,80,-24,31,1
MAP,80,-29,29,1
MAP,80,-32,35,2
MAP,80,-31,25,2
MAP,80,-31,32,2
MAP,80,-34,31,2
MAP,80,-25,28,-1
MAP,80,-28,27,2
MAP,80,-35,27,2
MAP,80,-28,34,2
MAP,80,-32,28,1
MAP,80,-25,35,2
MAP,80,-24,32,2
MAP,80,-27,31,1
MAP,80,-22,29,-1
MAP,90,-31,33,2
MAP,90,-31,26,2
MAP,90,-34,32,2
MAP,90,-28,28,1
MAP,90,-28,35,2
MAP,90,-27,25,2
MAP,90,-35,28,2
MAP,90,-27,32,2
MAP,90,-25,29,2
MAP,90,-24,33,2
MAP,90,-30,30,1
MAP,90,-23,30,1
MAP,90,-32,29,1
MAP,90,-31,34,2
MAP,90,-31,27,2
MAP,90,-33,30,2
MAP,90,-35,29,2
MAP,90,-27,26,2
MAP,90,-30,31,1
MAP,90,-28,29,1
MAP,90,-26,30,1
MAP,90,-24,34,2
MAP,90,-23,31,-1
MAP,90,-34,33,2
MAP,90,-31,35,2
MAP,90,-33,31,2
MAP,90,-30,32,2
MAP,90,-30,25,2
MAP,90,-27,27,2
MAP,90,-26,31,1
MAP,90,-24,35,2
MAP,90,-34,27,2
MAP,90,-31,28,1
MAP,90,-27,34,2
MAP,90,-23,32,1
MAP,90,-21,29,-1
MAP,90,-29,30,1
MAP,90,-33,32,2
MAP,90,-30,26,2
MAP,90,-30,33,2
MAP,90,-34,28,2
MAP,90,-33,25,2
MAP,90,-26,25,2
MAP,90,-27,28,1
MAP,90,-23,33,2
MAP,90,-29,31,1
MAP,90,-24,29,-1
MAP,90,-31,29,1
MAP,90,-27,35,2
MAP,90,-26,32,1
MAP,90,-22,30,1
MAP,90,-30,27,2
MAP,90,-33,26,2
MAP,90,-30,34,2
MAP,90,-29,25,2
MAP,90,-34,29,2
MAP,90,-27,29,1
MAP,90,-26,26,2
MAP,90,-26,33,-1
MAP,90,-23,34,2
MAP,90,-29,32,1
MAP,90,-25,30,1
MAP,90,-32,30,1
MAP,90,-22,31,1
